"","code","level","name_en","name_es","name_short_es","name_short_en","name","parent_id"
1304,"53-1031","detailed_occupation","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","Supervisores Directos de Operadores de Máquinas y Vehículos de Transporte y de Traslado de Materiales","Supervisores Directos de Operadores de Máquinas y Vehículos de Transporte y de Traslado de Materiales","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",1303.0
1305,"53-2000","minor_group","Air Transportation Workers","Air Transportation Workers","","Air Transportation Workers","Air Transportation Workers",1297.0
1306,"53-2010","broad_occupation","Aircraft Pilots and Flight Engineers","Aircraft Pilots and Flight Engineers","","Aircraft Pilots and Flight Engineers","Aircraft Pilots and Flight Engineers",1305.0
1307,"53-2011","detailed_occupation","Airline Pilots, Copilots, and Flight Engineers","Pilotos, Copilotos e Ingenieros de Vuelo de Aerolínea","Pilotos, Copilotos e Ingenieros de Vuelo de Aerolínea","Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, and Flight Engineers",1306.0
1308,"53-2012","detailed_occupation","Commercial Pilots","Pilotos Comerciales","Pilotos Comerciales","Commercial Pilots","Commercial Pilots",1306.0
1309,"53-2020","broad_occupation","Air Traffic Controllers and Airfield Operations Specialists","Air Traffic Controllers and Airfield Operations Specialists","","Air Traffic Controllers and Airfield Operations Specialists","Air Traffic Controllers and Airfield Operations Specialists",1305.0
1310,"53-2021","detailed_occupation","Air Traffic Controllers","Controladores de Tráfico Aéreo","Controladores de Tráfico Aéreo","Air Traffic Controllers","Air Traffic Controllers",1309.0
1311,"53-2022","detailed_occupation","Airfield Operations Specialists","Especialistas en Operaciones de Aeropuerto","Especialistas en Operaciones de Aeropuerto","Airfield Operations Specialists","Airfield Operations Specialists",1309.0
1312,"53-2030","broad_occupation","Flight Attendants","Flight Attendants","","Flight Attendants","Flight Attendants",1305.0
1313,"53-2031","detailed_occupation","Flight Attendants","Auxiliares de Vuelo","Auxiliares de Vuelo","Flight Attendants","Flight Attendants",1312.0
1314,"53-3000","minor_group","Motor Vehicle Operators","Motor Vehicle Operators","","Motor Vehicle Operators","Motor Vehicle Operators",1297.0
1315,"53-3010","broad_occupation","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1314.0
1316,"53-3011","detailed_occupation","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Conductores y Asistentes de Ambulancia, Excepto Técnicos de Emergencia Médica","Conductores y Asistentes de Ambulancia, Excepto Técnicos de Emergencia Médica","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1315.0
1317,"53-3020","broad_occupation","Bus Drivers","Bus Drivers","","Bus Drivers","Bus Drivers",1314.0
1318,"53-3021","detailed_occupation","Bus Drivers, Transit and Intercity ","Conductores de Autobús, Tránsito e Interurbano","Conductores de Autobús, Tránsito e Interurbano","Bus Drivers, Transit and Intercity ","Bus Drivers, Transit and Intercity ",1317.0
1319,"53-3022","detailed_occupation","Bus Drivers, School or Special Client ","Conductores de Autobús, Escolar o de Cliente Especial","Conductores de Autobús, Escolar o de Cliente Especial","Bus Drivers, School or Special Client ","Bus Drivers, School or Special Client ",1317.0
1320,"53-3030","broad_occupation","Driver/Sales Workers and Truck Drivers","Driver/Sales Workers and Truck Drivers","","Driver/Sales Workers and Truck Drivers","Driver/Sales Workers and Truck Drivers",1314.0
1321,"53-3031","detailed_occupation","Driver/Sales Workers","Conductores/Vendedores","Conductores/Vendedores","Driver/Sales Workers","Driver/Sales Workers",1320.0
1322,"53-3032","detailed_occupation","Heavy and Tractor-Trailer Truck Drivers","Conductores de Camión Pesado y Tractocamión","Conductores de Camión Pesado y Tractocamión","Heavy and Tractor-Trailer Truck Drivers","Heavy and Tractor-Trailer Truck Drivers",1320.0
1323,"53-3033","detailed_occupation","Light Truck or Delivery Services Drivers","Conductores de Camión Liviano o de Servicio de Entrega","Conductores de Camión Liviano o de Servicio de Entrega","Light Truck or Delivery Services Drivers","Light Truck or Delivery Services Drivers",1320.0
1324,"53-3040","broad_occupation","Taxi Drivers and Chauffeurs","Taxi Drivers and Chauffeurs","","Taxi Drivers and Chauffeurs","Taxi Drivers and Chauffeurs",1314.0
1325,"53-3041","detailed_occupation","Taxi Drivers and Chauffeurs","Conductores de Taxi y Choferes","Conductores de Taxi y Choferes","Taxi Drivers and Chauffeurs","Taxi Drivers and Chauffeurs",1324.0
1326,"53-3090","broad_occupation","Miscellaneous Motor Vehicle Operators","Miscellaneous Motor Vehicle Operators","","Miscellaneous Motor Vehicle Operators","Miscellaneous Motor Vehicle Operators",1314.0
1327,"53-3099","detailed_occupation","Motor Vehicle Operators, All Other","Todos los Demás Operadores de Vehículos de Motor","Todos los Demás Operadores de Vehículos de Motor","Motor Vehicle Operators, All Other","Motor Vehicle Operators, All Other",1326.0
1328,"53-4000","minor_group","Rail Transportation Workers","Rail Transportation Workers","","Rail Transportation Workers","Rail Transportation Workers",1297.0
1329,"53-4010","broad_occupation","Locomotive Engineers and Operators","Locomotive Engineers and Operators","","Locomotive Engineers and Operators","Locomotive Engineers and Operators",1328.0
1330,"53-4011","detailed_occupation","Locomotive Engineers","Maquinistas de Locomotoras","Maquinistas de Locomotoras","Locomotive Engineers","Locomotive Engineers",1329.0
1331,"53-4012","detailed_occupation","Locomotive Firers","Fogoneros","Fogoneros","Locomotive Firers","Locomotive Firers",1329.0
1332,"53-4013","detailed_occupation","Rail Yard Engineers, Dinkey Operators, and Hostlers","Maquinistas Ferroviarios, Operadores de Locomotoras Pequeñas y Obreros de Servicio de Locomotoras","Maquinistas Ferroviarios, Operadores de Locomotoras Pequeñas y Obreros de Servicio de Locomotoras","Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, and Hostlers",1329.0
1333,"53-4020","broad_occupation","Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators","","Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators",1328.0
1334,"53-4021","detailed_occupation","Railroad Brake, Signal, and Switch Operators","Operadores de Frenos, Señales y Cambios de Vías de Ferrocarril","Operadores de Frenos, Señales y Cambios de Vías de Ferrocarril","Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators",1333.0
1335,"53-4030","broad_occupation","Railroad Conductors and Yardmasters","Railroad Conductors and Yardmasters","","Railroad Conductors and Yardmasters","Railroad Conductors and Yardmasters",1328.0
1336,"53-4031","detailed_occupation","Railroad Conductors and Yardmasters","Coordinadores y Encargados Ferroviarios","Coordinadores y Encargados Ferroviarios","Railroad Conductors and Yardmasters","Railroad Conductors and Yardmasters",1335.0
1337,"53-4040","broad_occupation","Subway and Streetcar Operators","Subway and Streetcar Operators","","Subway and Streetcar Operators","Subway and Streetcar Operators",1328.0
1338,"53-4041","detailed_occupation","Subway and Streetcar Operators","Operadores de Subterráneos y Tranvías","Operadores de Subterráneos y Tranvías","Subway and Streetcar Operators","Subway and Streetcar Operators",1337.0
1339,"53-4090","broad_occupation","Miscellaneous Rail Transportation Workers","Miscellaneous Rail Transportation Workers","","Miscellaneous Rail Transportation Workers","Miscellaneous Rail Transportation Workers",1328.0
1340,"53-4099","detailed_occupation","Rail Transportation Workers, All Other","Todos los Demás Trabajadores de Transporte Ferroviario","Todos los Demás Trabajadores de Transporte Ferroviario","Rail Transportation Workers, All Other","Rail Transportation Workers, All Other",1339.0
1341,"53-5000","minor_group","Water Transportation Workers","Water Transportation Workers","","Water Transportation Workers","Water Transportation Workers",1297.0
1342,"53-5010","broad_occupation","Sailors and Marine Oilers","Sailors and Marine Oilers","","Sailors and Marine Oilers","Sailors and Marine Oilers",1341.0
1343,"53-5011","detailed_occupation","Sailors and Marine Oilers","Marineros y Engrasadores","Marineros y Engrasadores","Sailors and Marine Oilers","Sailors and Marine Oilers",1342.0
1344,"53-5020","broad_occupation","Ship and Boat Captains and Operators","Ship and Boat Captains and Operators","","Ship and Boat Captains and Operators","Ship and Boat Captains and Operators",1341.0
1345,"53-5021","detailed_occupation","Captains, Mates, and Pilots of Water Vessels","Capitanes, Oficiales y Pilotos de Navíos","Capitanes, Oficiales y Pilotos de Navíos","Captains, Mates, and Pilots of Water Vessels","Captains, Mates, and Pilots of Water Vessels",1344.0
1346,"53-5022","detailed_occupation","Motorboat Operators","Operadores de Lanchas a Motor","Operadores de Lanchas a Motor","Motorboat Operators","Motorboat Operators",1344.0
1347,"53-5030","broad_occupation","Ship Engineers","Ship Engineers","","Ship Engineers","Ship Engineers",1341.0
1348,"53-5031","detailed_occupation","Ship Engineers","Maquinistas de Barcos","Maquinistas de Barcos","Ship Engineers","Ship Engineers",1347.0
1349,"53-6000","minor_group","Other Transportation Workers","Other Transportation Workers","","Other Transportation Workers","Other Transportation Workers",1297.0
1350,"53-6010","broad_occupation","Bridge and Lock Tenders","Bridge and Lock Tenders","","Bridge and Lock Tenders","Bridge and Lock Tenders",1349.0
1351,"53-6011","detailed_occupation","Bridge and Lock Tenders","Encargados de Puentes y Compuertas","Encargados de Puentes y Compuertas","Bridge and Lock Tenders","Bridge and Lock Tenders",1350.0
1352,"53-6020","broad_occupation","Parking Lot Attendants","Parking Lot Attendants","","Parking Lot Attendants","Parking Lot Attendants",1349.0
1353,"53-6021","detailed_occupation","Parking Lot Attendants","Empleados de Áreas de Estacionamiento","Empleados de Áreas de Estacionamiento","Parking Lot Attendants","Parking Lot Attendants",1352.0
1354,"53-6030","broad_occupation","Automotive and Watercraft Service Attendants","Automotive and Watercraft Service Attendants","","Automotive and Watercraft Service Attendants","Automotive and Watercraft Service Attendants",1349.0
1355,"53-6031","detailed_occupation","Automotive and Watercraft Service Attendants","Empleados de Servicio de Vehículos de Motor y Embarcaciones","Empleados de Servicio de Vehículos de Motor y Embarcaciones","Automotive and Watercraft Service Attendants","Automotive and Watercraft Service Attendants",1354.0
1356,"53-6040","broad_occupation","Traffic Technicians","Traffic Technicians","","Traffic Technicians","Traffic Technicians",1349.0
1357,"53-6041","detailed_occupation","Traffic Technicians","Técnicos de Tráfico","Técnicos de Tráfico","Traffic Technicians","Traffic Technicians",1356.0
1358,"53-6050","broad_occupation","Transportation Inspectors","Transportation Inspectors","","Transportation Inspectors","Transportation Inspectors",1349.0
1359,"53-6051","detailed_occupation","Transportation Inspectors","Inspectores de Transporte","Inspectores de Transporte","Transportation Inspectors","Transportation Inspectors",1358.0
1360,"53-6060","broad_occupation","Transportation Attendants, Except Flight Attendants","Transportation Attendants, Except Flight Attendants","","Transportation Attendants, Except Flight Attendants","Transportation Attendants, Except Flight Attendants",1349.0
1361,"53-6061","detailed_occupation","Transportation Attendants, Except Flight Attendants ","Auxiliares de Transporte, Excepto Auxiliares de Vuelo","Auxiliares de Transporte, Excepto Auxiliares de Vuelo","Transportation Attendants, Except Flight Attendants ","Transportation Attendants, Except Flight Attendants ",1360.0
1362,"53-6090","broad_occupation","Miscellaneous Transportation Workers","Miscellaneous Transportation Workers","","Miscellaneous Transportation Workers","Miscellaneous Transportation Workers",1349.0
1363,"53-6099","detailed_occupation","Transportation Workers, All Other","Todos los Demás Trabajadores Relacionados con el Transporte","Todos los Demás Trabajadores Relacionados con el Transporte","Transportation Workers, All Other","Transportation Workers, All Other",1362.0
1364,"53-7000","minor_group","Material Moving Workers","Material Moving Workers","","Material Moving Workers","Material Moving Workers",1297.0
