code,level,name_es,name_en,name_short_es,name_short_en,,,,name_orig_en,name_orig_es,code_orig
8902,4digit,Barcos de pesca; barcos factoría y demás barcos para la preparación o la conservación de los productos de la pesca.,Fishing vessels; factory ships and other vessels for processing or preserving fishery products,Barcos de pesca,Fishing vessels,,,,Fishing vessels,Barcos de pesca,89.02
8903,4digit,Yates y demás barcos y embarcaciones de recreo o deporte; barcas (botes) de remo y canoas.,Yachts and other vessels for pleasure or sports; row boats and canoes,Barcos de recreo o deporte,Pleasure or sport boats,,,,Yachts,Barcos de recreo o deporte,89.03
8904,4digit,Remolcadores y barcos empujadores.,Tugs and pusher craft,Remolcadores y barcos empujadores,Tugs and pusher craft,,,,Tugs and pusher craft,Remolcadores y barcos empujadores,89.04
8905,4digit,"Barcos faro, barcos bomba, dragas, pontones grúa y demás barcos en los que la navegación sea accesoria en relación con la función principal; diques flotantes; plataformas de perforación o explotación, flotantes o sumergibles.","Light-vessels, fire-floats,dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms",Plataformas flotantes o sumergibles,Floating or submersible drilling platforms,,,,Floating or submersible drilling platforms,Plataformas flotantes o sumergibles,89.05
8906,4digit,"Los demás barcos, incluidos los navíos de guerra y barcos de salvamento excepto los de remo.","Other vessels, including warships and lifeboats other than row boats",Los demás barcos,Other vessels,,,,"Other vessels, including warships and lifeboats other than row boats","Los demás barcos, incluidos los navíos de guerra y barcos de salvamento excepto los de remo",89.06
8907,4digit,"Los demás artefactos flotantes (por ejemplo: balsas, depósitos, cajones, incluso de amarre, boyas y balizas).","Other floating structures (for example, rafts, tanks, cofferdams, landing-stages,buoys and beacons)",Los demás artefactos flotantes,Other floating structures,,,,"Other floating structures (for example, rafts, tanks, buoys and beacons)",Los demás artefactos flotantes,89.07
8908,4digit,Barcos y demás artefactos flotantes para desguace.,Vessels and other floating structures for breaking up (scrapping),Artefactos flotantes para desguace,Floating structures for scrapping,,,,Vessels and other floating structures for scrapping,Barcos y demás artefactos flotantes para desguace,89.08
9001,4digit,"Fibras ópticas y haces de fibras ópticas; cables de fibras ópticas, excepto los de la partida 85.44; hojas y placas de materia polarizante; lentes (incluso de contacto), prismas, espejos y demás elementos de óptica de cualquier materia, sin montar, excepto los de vidrio sin trabajar ópticamente.","Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",Fibras ópticas,Optical fibers,,,,Optical fibers,Fibras ópticas,90.01
9002,4digit,"Lentes, prismas, espejos y demás elementos de óptica de cualquier materia, montados, para instrumentos o aparatos, excepto los de vidrio sin trabajar ópticamente.","Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof",Lentes y demás elementos de óptica,Lenses and other optical elements,,,,"Lenses, prisms, mirrors and other optical elements","Lentes, prismas, espejos y demás elementos de óptica",90.02
9003,4digit,Monturas (armazones) de gafas (anteojos) o artículos similares y sus partes.,"Frames and mountings for spectacles, goggles or the like, and parts thereof",Monturas de gafas o artículos similares,"Frames for spectacles, goggles",,,,"Frames and mountings for spectacles, goggles or the like",Monturas de gafas o artículos similares y sus partes,90.03
9004,4digit,"Gafas (anteojos) correctoras, protectoras u otras, y artículos similares.","Spectacles, goggles and the like, corrective, protective or other","Gafas correctoras, protectoras u otras","Glasses, protective or corrective",,,,"Spectacles, goggles, corrective, protective","Gafas correctoras, protectoras u otras",90.04
9005,4digit,"Binoculares (incluidos los prismáticos), catalejos, anteojos astronómicos, telescopios ópticos y sus armazones; los demás instrumentos de astronomía y sus armazones, excepto los aparatos de radioastronomía.","Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof",Binoculares y telescopios ópticos,Binoculars amd other optical telescopes,,,,"Binoculars, monoculars, other optical telescopes, and mountings","Binoculares, catalejos, anteojos astronómicos, telescopios ópticos y sus armazones",90.05
9006,4digit,"Cámaras fotográficas; aparatos y dispositivos, incluidos las lámparas y tubos, para la producción de destellos en fotografía, excepto las lámparas y tubos de descarga de la partida 85.39.",Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 8539; parts and accessories thereof,Cámaras fotográficas,Photographic cameras,,,,Photographic cameras,Cámaras fotográficas,90.06
9007,4digit,"Cámaras y proyectores cinematográficos, incluso con grabador o reproductor de sonido incorporados.","Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus; parts and accessories thereof",Cámaras y proyectores cinematográficos,Cinematographic cameras and projectors,,,,Cinematographic cameras and projectors,Cámaras y proyectores cinematográficos,90.07
9008,4digit,"Proyectores de imagen fija; ampliadoras o reductoras, fotográficas.","Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers; parts and accessories thereof",Proyectores de imagen fija,Still image projectors,,,,"Image projectors, other than cinematographic; photographic enlargers and reducers","Proyectores de imagen fija; ampliadoras o reductoras, fotográficas",90.08
9011,4digit,"Microscopios ópticos, incluso para fotomicrografía, cinefotomicrografía o microproyección.","Compound optical microscopes, including those for photomicrography, cinemicrography or microprojection; parts and accessories thereof",Microscopios ópticos,Optical microscopes,,,,Compound optical microscopes,Microscopios ópticos,90.11
9012,4digit,"Microscopios, excepto los ópticos; difractógrafos.",Microscopes other than optical microscopes; diffraction apparatus; parts and accessories thereof,"Microscopios, excepto los ópticos","Microscopes, other than optical",,,,Microscopes other than optical microscopes,"Microscopios, excepto los ópticos; difractógrafos",90.12
9013,4digit,"Dispositivos de cristal líquido que no constituyan artículos comprendidos más específicamente en otra parte; láseres, excepto los diodos láser; los demás aparatos e instrumentos de óptica, no expresados ni comprendidos en otra parte de este Capítulo.","Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter; parts and accessories thereo",Dispositivos de cristal líquido,Liquid crystal devices,,,,Liquid crystal devices,Dispositivos de cristal líquido,90.13
9014,4digit,"Brújulas, incluidos los compases de navegación; los demás instrumentos y aparatos de navegación.",Direction finding compasses; other navigational instruments and appliances; parts and accessories thereof,Brújulas,Direction finding compasses,,,,Direction finding compasses,"Brújulas, incluidos los compases de navegación",90.14
9015,4digit,"Instrumentos y aparatos de geodesia, topografía, agrimensura, nivelación, fotogrametría, hidrografía, oceanografía, hidrología, meteorología o geofísica, excepto las brújulas; telémetros.","Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders; parts and accessories thereof",Instrumentos de topografía,Surveying instruments,,,,"Surveying, hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances","Instrumentos y aparatos de geodesia, topografía, agrimensura, etc",90.15
9016,4digit,"Balanzas sensibles a un peso inferior o igual a 5 cg, incluso con pesas.","Balances of a sensitivity of a 5 cg or better, with or without weights; parts and accessories thereof:",Balanzas sensibles a un peso < 5 cg,Balances of a sensitivity < 50 milligram,,,,Balances of a sensitivity of 50 milligram or better,Balanzas sensibles a un peso inferior o igual a 5 cg,90.16
