"","name_es","name_en","name_short_es","name_short_en","code","level","parent_id","name"
631,"Cargadores","Loaders","Cargadores","Loaders","9331","4digit",837.0,"Loaders"
632,"Cargadores por propina","Loaders with tip","Cargadores por propina","Loaders with tip","9332","4digit",837.0,"Loaders with tip"
633,"Ayudantes en la preparación de alimentos","Auxiliaries in the preparation of food","Ayudantes en la preparación de alimentos","Auxiliaries in the preparation of food","94","2digit",797.0,"Auxiliaries in the preparation of food"
634,"Ayudantes en la preparación de alimentos","Auxiliaries in the preparation of food","Ayudantes en la preparación de alimentos","Auxiliaries in the preparation of food","941","3digit",840.0,"Auxiliaries in the preparation of food"
635,"Ayudantes en la preparación de alimentos","Auxiliaries in the preparation of food","Ayudantes en la preparación de alimentos","Auxiliaries in the preparation of food","9411","4digit",841.0,"Auxiliaries in the preparation of food"
636,"Vendedores ambulantes","Street vendors","Vendedores ambulantes","Street vendors","95","2digit",797.0,"Street vendors"
637,"Vendedores ambulantes (excluyendo los de venta de alimentos)","Street vendors (excluding those selling food)","Vendedores ambulantes (excluyendo los de venta de alimentos)","Street vendors (excluding those selling food)","951","3digit",843.0,"Street vendors (excluding those selling food)"
638,"Vendedores ambulantes de periódicos y lotería","Street vendors of newspaper and lottery","Vendedores ambulantes de periódicos y lotería","Street vendors of newspaper and lottery","9511","4digit",844.0,"Street vendors of newspaper and lottery"
639,"Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos)","Street vendors of different articles (excluding those selling food)","Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos)","Street vendors of different articles (excluding food)","9512","4digit",844.0,"Street vendors of different articles (excluding those selling food)"
640,"Vendedores ambulantes de alimentos","Street vendors of food","Vendedores ambulantes de alimentos","Street vendors of food","952","3digit",843.0,"Street vendors of food"
641,"Preparadores y vendedores ambulantes de alimentos","Street vendors manufacturing food","Preparadores y vendedores ambulantes de alimentos","Street vendors manufacturing food","9521","4digit",848.0,"Street vendors manufacturing food"
642,"Trabajadores domésticos, de limpieza, planchadores y otros trabajadores de limpieza","Domestic workers, cleaning workers, ironing workers and other cleaning workers","Trabajadores domésticos, de limpieza, planchadores y otros trabajadores de limpieza","Domestic workers, cleaning workers, ironing workers","96","2digit",797.0,"Domestic workers, cleaning workers, ironing workers and other cleaning workers"
643,"Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos","Supervisors of cleaning, housekeepers, butlers and at parking lots","Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos","Supervisors of cleaning, housekeepers, and butlers","960","3digit",850.0,"Supervisors of cleaning, housekeepers, butlers and at parking lots"
644,"Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos","Supervisors of cleaning, housekeepers, butlers and at parking lots","Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos","Supervisors of cleaning, housekeepers, and butlers","9601","4digit",852.0,"Supervisors of cleaning, housekeepers, butlers and at parking lots"
645,"Trabajadores domésticos","Domestic workers","Trabajadores domésticos","Domestic workers","961","3digit",850.0,"Domestic workers"
646,"Trabajadores domésticos","Domestic workers","Trabajadores domésticos","Domestic workers","9611","4digit",855.0,"Domestic workers"
647,"Trabajadores de limpieza, recamaristas, mozos de limpieza y limpiadores de calzado","Clean-up workers, maids, clean-up waiters and shoe cleaners","Trabajadores de limpieza, recamaristas, mozos de limpieza y limpiadores de calzado","Clean-up workers, maids, clean-up waiters and shoe cleaners","962","3digit",850.0,"Clean-up workers, maids, clean-up waiters and shoe cleaners"
648,"Barrenderos y trabajadores de limpieza (excepto en hoteles y restaurantes)","Sweepers and clean-up workers (except in hotels and restaurants)","Barrenderos y trabajadores de limpieza (excepto en hoteles y restaurantes)","Sweepers and clean-up workers (except in hotels/restaurants)","9621","4digit",857.0,"Sweepers and clean-up workers (except in hotels and restaurants)"
649,"Recamaristas y camaristas","Maids","Recamaristas y camaristas","Maids","9622","4digit",857.0,"Maids"
650,"Mozos de hotel y restaurante","Hotel and restaurant waiters","Mozos de hotel y restaurante","Hotel and restaurant waiters","9623","4digit",857.0,"Hotel and restaurant waiters"
651,"Limpiadores de calzado","Shoe cleaners","Limpiadores de calzado","Shoe cleaners","9624","4digit",857.0,"Shoe cleaners"
652,"Lavadores y cuidadores de vehículos","Vehicle washers and watchers","Lavadores y cuidadores de vehículos","Vehicle washers and watchers","963","3digit",850.0,"Vehicle washers and watchers"
653,"Lavadores de vehículos en establecimientos","Vehicle washers in establishments","Lavadores de vehículos en establecimientos","Vehicle washers in establishments","9631","4digit",866.0,"Vehicle washers in establishments"
654,"Lavadores de vehículos en vía pública","Vehicle washers in the street","Lavadores de vehículos en vía pública","Vehicle washers in the street","9632","4digit",866.0,"Vehicle washers in the street"
655,"Cuidadores y acomodadores de autos en estacionamientos","Vehicle keepers and parking drivers","Cuidadores y acomodadores de autos en estacionamientos","Vehicle keepers and parking drivers","9633","4digit",866.0,"Vehicle keepers and parking drivers"
